LC,Accession Number,"Author, Primary","Authors, Multiple",Barcode,Bibliographic Format,Branch,Collection/Status,Copy,Corporate Author,Cost,Date Touched,Description,Edition,General Material Designation,Home Branch,ISBN,ISBN-Normal,ISBN-Normal 10,LC Classification 1,LCCN,Place of Publication,Publication Dates,Publication Year,Publisher,Series,Status,"Subject Headings, LC",Title,"Titles, Alternate"
QM 101 .A53 1993,10093,"Anderson, Karen C","Anderson, Karen C;Cumbaa, Stephen",10093,Monograph,Learning Commons,Act-nonc,,,,,96 p. : ill. ; 28 cm.,,text,Learning Commons,1563054973 (pbk.) :,9.78E+12,1563054973,QM 101 .A53 1993,93014455,New York,1993,1993,Workman Pub.,,Available,"Human skeleton - Juvenile literature;Body, Human - Experiments - Juvenile literature;Games - Juvenile literature;Body, Human;Scientific recreations",The bones & skeleton gamebook,Bones and skeleton gamebook
QM 101 .A53 1993,2165,"Anderson, Karen C","Anderson, Karen C;Cumbaa, Stephen",2165,Monograph,Learning Commons,Activity,,,,,96 p. : ill. ; 28 cm.,,text,Learning Commons,1563054973 (pbk.) :,9.78E+12,1563054973,QM 101 .A53 1993,93014455,New York,1993,1993,Workman Pub.,,Available,"Human skeleton - Juvenile literature;Body, Human - Experiments - Juvenile literature;Games - Juvenile literature;Body, Human;Scientific recreations",The bones & skeleton gamebook,Bones and skeleton gamebook
QM 27 .V37 1994,289,"Vaszily, Diane A","Vaszily, Diane A;Perdue, Peggy K",8087,Monograph,Learning Commons,Activity,,,,,"ix, 86 p. : ill. ; 28 cm.",,text,,0673360342 (pbk.) :,9.78E+12,673360342,QM 27 .V37 1994,,"Glenview, Ill.",c1994,1994,GoodYearBooks,,Available,"Human physiology - Experiments - Juvenile literature;Body, Human - Juvenile literature;Human anatomy - Juvenile literature;Body, Human;Human physiology;Human anatomy","Bones, bodies, and bellies",
QH 325 .B65 2001,8197,"Gould, Stephen Jay","Gould, Stephen Jay",15082,Monograph,Learning Commons,General,,,,,"256 p. : ill. (some col.), col. maps ; 30 cm.",,text,,0393050033 (hc),9.78E+12,393050033,QH 325 .B65 2001,2001271865,New York,c2001,2001,W.W. Norton,,Available,"Life - Origin;Evolution (Biology);Scientific illustration - History;Dinosaurs;Paleontology - History;Fossils;Geology, Stratigraphic",The book of life,
G 133 .B43 1982,2170,"Bell, Neill","Bell, Neill;Wilson, Richard",946,Monograph,Learning Commons,General,,,,,119 p. : ill. ; 26 cm.,1st ed.,text,,0316088307 :,9.78E+12,316088307,G 133 .B43 1982,81019315,Boston,c1982,1982,"Little, Brown",,Available,Geography - Study and teaching;Geography,"The book of where, or, How to be naturally geographic",
GV 1097 .B65 R84 1985,1828,"Ruhe, Benjamin","Ruhe, Benjamin;Darnell, Eric",1230,Monograph,Learning Commons,General,,,,,93 p. : ill. ; 21 x 23 cm.,,text,,0894809350 (pbk.) :,9.78E+12,894809350,GV 1097 .B65 R84 1985,85040523,New York,c1985,1985,Workman Pub.,,Available,Boomerangs,"Boomerang : how to throw, catch, and make it",
Q 173 .S56 2002,8386,"Shermer, Michael","Shermer, Michael",16258,Monograph,Learning Commons,General,,,,,"viii, 360 p. : ill. ; 24 cm.",,text,,0195157982 (alk. paper),9.78E+12,195157982,Q 173 .S56 2002,,Oxford ; New York,2002,2002,Oxford University Press,,Available,"Science;Research - Evaluation;Evidence - Evaluation;Knowledge, Theory of;Science - Historiography;Parapsychology and science;Fraud in science;Pseudoscience;Science - Social aspects;Skepticism;Errors, Scientific",The borderlands of science : where sense meets nonsense,
QK 52.6 .B64 1990,1055,"Bonnet, Robert L","Bonnet, Robert L;Keen, Dan",2219,Monograph,Learning Commons,Activity,,,,,"xiv, 144 p. : ill. ; 24 cm.",1st ed.,text,,0830674160 :,9.78E+12,830674160,QK 52.6 .B64 1990,90036462,"Blue Ridge Summit, PA",c1991,1991,TAB Books,,Available,Botany - Experiments - Juvenile literature;Botany - Experiments;Experiments;Science projects,Botany : 49 more science fair projects,
QK 52.6 .D37 1995,6059,"Dashefsky, H. Steve","Dashefsky, H. Steve",6059,Monograph,Learning Commons,Activity,,,,,"xv, 158 p. : ill. ; 24 cm.",,text,Learning Commons,0070156840 :,9.78E+12,70156840,QK 52.6 .D37 1995,94034890,"Blue Ridge Summit, PA",c1995,1995,TAB Books,,Available,Botany - Experiments,Botany : high-school science fair experiments,
QK 52.6 .D37 1995,3899,"Dashefsky, H. Steve","Dashefsky, H. Steve",3277,Monograph,Learning Commons,Activity,,,,,"xv, 158 p. : ill. ; 24 cm.",,text,,0070156840 :,9.78E+12,70156840,QK 52.6 .D37 1995,94034890,"Blue Ridge Summit, PA",c1995,1995,TAB Books,,Available,Botany - Experiments,Botany : high-school science fair experiments,
QK 98 .Y68 1982,21669,"Young, Paul G","Young, Paul G",21669,Monograph,Learning Commons,Activity,,,,,unpaged : ill. ; 28 cm.,,text,Learning Commons,64603024,9.78E+12,64603024,QK 98 .Y68 1982,,New York,[c1982],1982,Barnes & Noble,,Available,Botany - Atlases;Coloring books,The botany coloring book,
QK 98 .Y68 1982,21526,"Young, Paul G","Young, Paul G",21526,Monograph,Learning Commons,Act-nonc,,,,,unpaged : ill. ; 28 cm.,,text,Learning Commons,64603024,9.78E+12,64603024,QK 98 .Y68 1982,,New York,[c1982],1982,Barnes & Noble,,Non-Circulating,Botany - Atlases;Coloring books,The botany coloring book,
QK 46.5 .H85 P66 2001,7967,"Pollan, Michael","Pollan, Michael",13719,Monograph,Learning Commons,General,,,,55:21.9,"xxv, 271 p. ; 25 cm.",1st ed.,text,,375501290,9.78E+12,375501290,QK 46.5 .H85 P66 2001,66479,New York,c2001,2001,Random House,,Available,Human-plant relationships,The botany of desire : a plant's eye view of the world,
QH 316.5 .I54 1993,2972,"Ingram, Mrill","Ingram, Mrill;Kelley, Amy",2972,Monograph,Learning Commons,Act-nonc,,,,,"xi, 127 p. : ill. ; 27 cm.",,text,Learning Commons,084038601X,9.78E+12,084038601X,QH 316.5 .I54 1993,94118648,"Dubuque, Iowa",c1993,1993,Kendall/Hunt Pub. Co.,,Non-Circulating,Biology - Experiments;Biology - Study and teaching - Activity programs;Plastic bottles;Carbonated beverage bottles;Plastic scrap - Recycling,Bottle biology : an idea book for exploring the world through plastic bottles and other recyclable materials,
QH 316.5 .I54 1993,20701,"Ingram, Mrill","Ingram, Mrill;Kelley, Amy",20701,Monograph,Learning Commons,Activity,,,,26:36.4,"xi, 127 p. : ill. ; 27 cm.",,text,Learning Commons,084038601X,9.78E+12,084038601X,QH 316.5 .I54 1993,94118648,"Dubuque, Iowa",c1993,1993,Kendall/Hunt Pub. Co.,,On Loan,Biology - Experiments;Biology - Study and teaching - Activity programs;Plastic bottles;Carbonated beverage bottles;Plastic scrap - Recycling,Bottle biology : an idea book for exploring the world through plastic bottles and other recyclable materials,
QH 316.5 .I54 1993,6966,"Ingram, Mrill","Ingram, Mrill;Kelley, Amy",6966,Monograph,Learning Commons,Activity,,,,,"xi, 127 p. : ill. ; 27 cm.",,text,Learning Commons,084038601X,9.78E+12,084038601X,QH 316.5 .I54 1993,94118648,"Dubuque, Iowa",c1993,1993,Kendall/Hunt Pub. Co.,,Lost,Biology - Experiments;Biology - Study and teaching - Activity programs;Plastic bottles;Carbonated beverage bottles;Plastic scrap - Recycling,Bottle biology : an idea book for exploring the world through plastic bottles and other recyclable materials,
QH 316.5 .I54 1993,592,"Ingram, Mrill","Ingram, Mrill;Kelley, Amy",1326,Monograph,Learning Commons,Activity,,,,,"xi, 127 p. : ill. ; 27 cm.",,text,,084038601X,9.78E+12,084038601X,QH 316.5 .I54 1993,94118648,"Dubuque, Iowa",c1993,1993,Kendall/Hunt Pub. Co.,,Lost,Biology - Experiments;Biology - Study and teaching - Activity programs;Plastic bottles;Carbonated beverage bottles;Plastic scrap - Recycling,Bottle biology : an idea book for exploring the world through plastic bottles and other recyclable materials,
QC 381.6 .T38 1990,1182,"Taylor, Barbara","Taylor, Barbara;Millard, Peter",289,Monograph,Learning Commons,Activity,,,,,32 p. : col. ill. ; 27 cm.,,text,,531140148,9.78E+12,531140148,QC 381.6 .T38 1990,89036213,New York ; London,c1990,1990,F. Watts,,Available,Light - Experiments - Juvenile literature;Reflection (Optics) - Experiments - Juvenile literature;Mirrors - Experiments - Juvenile literature;Lenses - Experiments - Juvenile literature;Experiments,Bouncing and bending light,
LB 1140.3 .P35 1990,4541,"Paley, Vivian Gussin","Paley, Vivian Gussin",3081,Monograph,Learning Commons,General,,,,56:36.6,"xii, 163 p. ; 24 cm.",,text,,0674080300 (alk. paper) :,9.78E+12,674080300,LB 1140.3 .P35 1990,89024747,"Cambridge, Mass.",1990,1990,Harvard University Press,,On Loan,Preschool teaching;Teacher-student relationships;Child development;Fantasy in children - Case studies,The boy who would be a helicopter,
GV 1493 .B673 1999,9044,"Murphy, Pat","Murphy, Pat",9044,Monograph,Learning Commons,Act-nonc,,,,,p. cm.,1st ed.,text,Learning Commons,0805045384 (pbk. : alk. paper),9.78E+12,805045384,GV 1493 .B673 1999,98054605,New York,1999,1999,H. Holt,,Non-Circulating,Puzzles - Juvenile literature;Riddles - Juvenile literature;Magic tricks - Juvenile tricks;Puzzles;Optical illusions;Memory - Experiments;Perception - Experiments,"The brain explorer : puzzles, riddles, illusions, and other mental adventures",
GV 1493 .B673 1999,9046,"Murphy, Pat","Murphy, Pat",9046,Monograph,Learning Commons,Activity,,,,,p. cm.,1st ed.,text,Learning Commons,0805045384 (pbk. : alk. paper),9.78E+12,805045384,GV 1493 .B673 1999,98054605,New York,1999,1999,H. Holt,,Available,Puzzles - Juvenile literature;Riddles - Juvenile literature;Magic tricks - Juvenile tricks;Puzzles;Optical illusions;Memory - Experiments;Perception - Experiments,"The brain explorer : puzzles, riddles, illusions, and other mental adventures",
QP 355.2 .B73 1993,5910,Society for Neuroscience,,7432,Monograph,Learning Commons,General,,Society for Neuroscience,,,52 p. : ill. (some col.) ; 28 cm.,,text,,,,,QP 355.2 .B73 1993,94234930,"Washington, D.C.",c1993,1993,Society for Neuroscience,,Available,Neurosciences;Neurology,Brain facts : a primer on the brain and nervous system.,
QP 493 .B47 2000,8917,"Berthoz, A","Berthoz, A",19516,Monograph,Learning Commons,General,,,,,"xi, 337 p. : ill. ; 24 cm.",,text,,0674801091 (cloth : alk. paper),9.78E+12,674801091,QP 493 .B47 2000,23758,"Cambridge, Mass.",2000,2000,Harvard University Press,,Available,Motion perception (Vision);Proprioception;Brain;Neuropsychology;Brain - physiology;Motion Perception - Physiology;Orientation (Physiology);Proprioception - Physiology;Psychophysiology,The brain's sense of movement,Sens du Mouvement. English
QD 37 .G64 1995,238,"Gray, Harry B","Gray, Harry B;Simon, John D. (John Douglas);Trogler, William C",5155,Monograph,Learning Commons,General,,,,,"xiii, 418 p. : ill. ; 24 cm.",,text,,0935702342 (acid-free paper),9.78E+12,935702342,QD 37 .G64 1995,94045685,"Sausalito, Calif.",c1995,1995,University Science Books,,Available,Chemistry;Cancer,Braving the elements,
TA 638 .B75 1996,7386,"Erickson, Sheldon","Erickson, Sheldon;Seymour, Tom;Suey, Martin;Mason, Renee",7386,Monograph,Learning Commons,Activity,,AIMS Education Foundation,,,145 p. : ill. ; 28 cm.,,text,Learning Commons,1881431622,9.78E+12,1881431622,,,"Fresno, Calif.",1996,1996,AIMS Education Foundation,,Available,Science - Experiments;Mechanical engineering;Structural engineering;Science - Study and teaching;LEGO toys;Simple machines;Structural analysis (Engineering),Brick layers : creative engineering with LEGO constructions,
TA 638 .B75 1996,98,"Erickson, Sheldon","Erickson, Sheldon;Seymour, Tom;Suey, Martin;Mason, Renee",7380,Monograph,Learning Commons,Act-nonc,,AIMS Education Foundation,,,145 p. : ill. ; 28 cm.,,text,,1881431622,9.78E+12,1881431622,,,"Fresno, Calif.",1996,1996,AIMS Education Foundation,,Available,Science - Experiments;Mechanical engineering;Structural engineering;Science - Study and teaching;LEGO toys;Simple machines;Structural analysis (Engineering),Brick layers : creative engineering with LEGO constructions,
TG 145 .J57 1999,9078,"Johmann, Carol","Johmann, Carol;Rieth, Elizabeth;Kline, Michael P",9078,Monograph,Learning Commons,Act-nonc,,,,,p. cm.,,text,Learning Commons,1885593309 (alk. paper),9.78E+12,1885593309,TG 145 .J57 1999,98053272,"Charlotte, VT",1999,1999,Williamson,,Available,Bridges - Juvenile literature;Bridges,"Bridges! : amazing structures to design, build & test",
TG 145 .J57 1999,6574,"Johmann, Carol","Johmann, Carol;Rieth, Elizabeth;Kline, Michael P",9077,Monograph,Learning Commons,Activity,,,,,p. cm.,,text,,1885593309 (alk. paper),9.78E+12,1885593309,TG 145 .J57 1999,98053272,"Charlotte, VT",1999,1999,Williamson,,Available,Bridges - Juvenile literature;Bridges,"Bridges! : amazing structures to design, build & test",
TG 148 .G65 1965,2753,"Goldwater, Daniel","Goldwater, Daniel;Weiss, Harvey",1516,Monograph,Learning Commons,General,,,,,72 p. : ill. ; 25 cm.,,text,,,,,TG 148 .G65,65020829,New York,[1965],1965,Young Scott Books,,Available,Bridges - Juvenile literature;Bridges,Bridges and how they are built,
QB 981 .H377 1988,4712,"Hawking, S. W","Hawking, S. W",14661,Monograph,Learning Commons,General,,,,,"x, 198 p. : ill. ; 24 cm.",,text,,553052438,9.78E+12,553052438,QB 981 .H377 1988,87033333,Toronto ; New York,1988,1988,Bantam Books,,Available,Cosmology,A brief history of time : from the big bang to black holes,
QB 981 .H377 1992,6330,"Hawking, S. W","Hawking, S. W;Glass, Philip;Morris, Errol",8383,Video,Learning Commons,General,,Anglia Television;Gordon Freedman Productions,,,"1 videocassette (84 min.) : sd., col. ; 1/2 in.",,VHS,,0792126912 :,9.78E+12,792126912,QB 981 .H377 1992,,"[Hollywood, Calif.",c1993,1993,Paramount Home Video,,Available,"Video recordings for the hearing impaired;Hawking, S. W. (Stephen W.);Cosmology",A brief history of time,
N 7432.7 .B35 2003,8391,"Ball, Philip","Ball, Philip",16253,Monograph,Learning Commons,General,,,,,"ix, 382 p., [24] p. of plates : ill. (chiefly col.) ; 23 cm.",University of Chicago Press ed.,text,,0226036286 (paper),9.78E+12,226036286,N 7432.7 .B35 2003,2002035981,Chicago,2003,2003,University of Chicago Press,,Available,Color in art;Coloring matter - History;Dyes and dyeing - Chemistry;Art and industry;Visual perception;Painting - Psychology,Bright earth : art and the invention of color,
TR 897.5 .Q82 2000,7712,"Quay, Timothy","Quay, Timothy;Quay, Stephen",12141,DVD,TI Classroom,General,,His Name is Alive (Musical group),,,"1 videodisc (123 min.) : sd., col. & b&w ; 4 3/4 in.",,DVD/videorecording,TI Classroom,,,,TR 897.5 .Q82 2000,,"New York, N.Y.",c2000,2000,Kino on Video,,Lost,Experimental films;Animated films,The Brothers Quay collection,Street of crocodiles.;Nocturna artificialia.;Rehearsals for extinct anatomies.;Epic of Gilgamesh.;Dramolet.;Can't go wrong without you.;Stille nacht.;Tales from the Vienna Woods.;Are we still married?;Anamorphosis.;Comb.;Cabinet of Jan Svankmajer.
